experiment,split,group,n_patches,fp_px,fn_px,tp_px,fp_per_patch,precision,recall,iou,dice,f1
E5_OOF,val,tiny@90m,96,10655,5462,48970,111.0,0.8212997903550167,0.8996546149307398,0.7523775869209637,0.8586934602866473,0.8586934602866473
E0,val,empty@50m,119,50424,0,0,423.7,0.0,0.0,0.0,0.0,0.0
E0,val,empty@70m,141,10241,0,0,72.6,0.0,0.0,0.0,0.0,0.0
E0,val,empty@90m,104,3638,0,0,35.0,0.0,0.0,0.0,0.0,0.0
E0,val,medium@50m,1510,1879692,2739262,49122903,1244.8,0.9631451693781445,0.9471818810495071,0.9140529513150227,0.9550968281071175,0.9550968281071175
E0,val,medium@70m,1462,1698998,4726958,30468289,1162.1,0.9471824279119313,0.8656932852325178,0.8258276866757924,0.9046063795640453,0.9046063795640453
E0,val,medium@90m,2335,2024706,2801197,46747751,867.1,0.9584866926019312,0.9434660651120163,0.9064269714145116,0.9509170663295535,0.9509170663295535
E0,val,small@50m,667,185625,281637,3250905,278.3,0.9459847578807417,0.9202735593801596,0.8743300126110292,0.9329520487089109,0.9329520487089109
E0,val,small@70m,1242,418150,585388,5287509,336.7,0.926713110615252,0.9003238095270376,0.8404815605414991,0.9133278795732307,0.9133278795732307
E0,val,small@90m,1319,296827,411994,6237937,225.0,0.9545772425752338,0.9380453722000884,0.897963769574226,0.9462391052656057,0.9462391052656057
E0,val,tiny@50m,57,4149,9071,16865,72.8,0.8025601979594433,0.6502544725453028,0.5605783613077594,0.718423855163539,0.718423855163539
E0,val,tiny@70m,77,3657,12568,26789,47.5,0.8798856992679501,0.6806667174818185,0.622797228807777,0.7675601335175171,0.7675601335175171
E0,val,tiny@90m,96,8208,6653,47779,85.5,0.8533945380162299,0.8777741034669353,0.762755427840417,0.865412655429894,0.865412655429894
E5,val,empty@50m,119,19830,0,0,166.6,0.0,0.0,0.0,0.0,0.0
E5,val,empty@70m,141,9747,0,0,69.1,0.0,0.0,0.0,0.0,0.0
E5,val,empty@90m,104,2724,0,0,26.2,0.0,0.0,0.0,0.0,0.0
E5,val,medium@50m,1510,1719638,2934872,48927293,1138.8,0.9660465507771815,0.9434101526613844,0.9131326357196288,0.9545941757207566,0.9545941757207566
E5,val,medium@70m,1462,1633877,4720119,30475128,1117.6,0.9491146798226823,0.8658876012434269,0.8274736048568497,0.9055929482731627,0.9055929482731627
E5,val,medium@90m,2335,1897257,2864389,46684559,812.5,0.9609471782610989,0.9421907201743195,0.907444173967738,0.9514765216746901,0.9514765216746901
E5,val,small@50m,667,186526,256066,3276476,279.6,0.9461374841827712,0.9275122560467525,0.8809938403922466,0.9367322970164874,0.9367322970164874
E5,val,small@70m,1242,395651,583090,5289807,318.6,0.9304100039082001,0.9007150985280196,0.8438647993123632,0.9153217737299043,0.9153217737299043
E5,val,small@90m,1319,282718,413864,6236067,214.3,0.9566302616208242,0.9377641662747939,0.8995215248889581,0.9471032711161744,0.9471032711161744
E5,val,tiny@50m,57,1614,7505,18431,28.3,0.9194811673688227,0.7106338679799867,0.6690018148796043,0.8016789543489665,0.8016789543489665
E5,val,tiny@70m,77,3681,11533,27824,47.8,0.8831614029491092,0.7069644535896867,0.6464984432347077,0.7853010075911133,0.7853010075911133
E5,val,tiny@90m,96,8000,6354,48078,83.3,0.8573415599685129,0.8832671957655731,0.770085853407275,0.8701113021438149,0.8701113021438149
E1,val,empty@50m,119,13793,0,0,115.9,0.0,0.0,0.0,0.0,0.0
E1,val,empty@70m,141,8628,0,0,61.2,0.0,0.0,0.0,0.0,0.0
E1,val,empty@90m,104,7041,0,0,67.7,0.0,0.0,0.0,0.0,0.0
E1,val,medium@50m,1510,1878877,2780224,49081941,1244.3,0.9631309489576856,0.9463920567141751,0.9133046024675129,0.9546881362117252,0.9546881362117252
E1,val,medium@70m,1462,1653040,4711194,30484053,1130.7,0.9485628647245693,0.8661411866210206,0.8272854854826744,0.905480278867479,0.905480278867479
E1,val,medium@90m,2335,1979047,2865382,46683566,847.6,0.9593312632019967,0.9421706793855625,0.9059845235585028,0.95067353628561,0.95067353628561
E1,val,small@50m,667,177656,268174,3264368,266.4,0.9483861820835372,0.9240846959498026,0.8798366017123377,0.936077743045217,0.936077743045217
E1,val,small@70m,1242,387049,576105,5296792,311.6,0.931903619401019,0.9019044604391853,0.8461402063212551,0.9166586626779899,0.9166586626779899
E1,val,small@90m,1319,288382,436960,6212971,218.6,0.9556427715892223,0.9342910475311559,0.895458449337744,0.9448462978975973,0.9448462978975973
E1,val,tiny@50m,57,1331,8771,17165,23.4,0.928038494804671,0.6618214065366216,0.6295155315926596,0.7726413395733421,0.7726413395733421
E1,val,tiny@70m,77,3518,14010,25347,45.7,0.8781222934319136,0.6440277460155905,0.5911836734680089,0.7430740816734439,0.7430740816734439
E1,val,tiny@90m,96,8671,8184,46248,90.3,0.8421129299498495,0.8496472663123721,0.7328970096497268,0.8458633208650622,0.8458633208650622
